brand;sku;name;priceIncl;stockLevel;skip;skip;articleCode;skip;skip
ZyXEL;91-010-232001B;ZyXEL ACP4700-48F AC PSU op=op;0;129;1;;ZYACP4700-48F;SWFI10G;Switching Fiber Switches 10G
HDD;WD20EFRX;Western Digital Red 2TB WD20EFRX SoHo NAS;0;67.38;2;;HDWD20EFRX;STHDSO;Storage SoHo
ZyXEL;91-010-224001B;SFP 1000-Base BX 10KM op=op;0;49;3;;ZYSFPBX1490-10D;FIMODGIG;Fiber Modules SFP (Gigabit)
SNOM;3352;SNOM M9R beschermingshoes op=op;0;2.4;11;;SNM9RPS;TEDEACC;Telecom DECT Accessoires
HDD;WD30EFRX;Western Digital Red 3TB WD30EFRX SoHo NAS;0;90.95;0;;HDWD30EFRX;STHDSO;Storage SoHo
TPLINK;ANT24PT3;TP-Link ANT24PT3;0;8.36;8;;TPANT24PT3;WIKARPSM;Wireless Antennekabels N-RP sma
SNOM;1255;SNOM HAF 300 op=op;0;15.59;1;;SNHAF300;TEBUSNAC;Telecom Snom Accessoires
TPLINK;MC200CM;*TP-Link MC200CM;0;37.95;6;;TPMC200CM;FIMCGIG;Fiber Media Converter Gigabit
TPLINK;MC210CS;*TP-Link MC210CS;0;40.47;0;;TPMC210CS;FIMCGIG;Fiber Media Converter Gigabit
JABRA;9460-25-707-101;Jabra Pro 9460 Mono (9460-25-707-101);349;220.44;1;;JAPRO9460;TEHEDRAA;Telecom Headsets Draadloos
ZyXEL;GS1100-8HP-EU0101F;ZyXEL GS-1100-8HP;118.66;88.99;1;;ZYGS1100-8HP;SWPUNGIG;Switching PoE Switches Unmanged Gigabit
PANASONIC;KX-UDS124CE;Panasonic KX-UDS124CE;0;245.52;0;;PAKXUDS124CE;TEDEPA;Telecom DECT Panasonic
PANASONIC;KX-UDT121CE;Panasonic KX-UDT121CE;0;175.56;0;;PAKXUDT121CE;TEDEPA;Telecom DECT Panasonic
PANASONIC;KX-UDT111CE;Panasonic KX-UDT111CE;0;102.3;3;;PAKXUDT111CE;TEDEPA;Telecom DECT Panasonic
PANASONIC;KX-TGP550;Panasonic KX-TGP550;0;151.14;0;;PAKXTGP550T01;TEDEPA;Telecom DECT Panasonic
PANASONIC;KX-UT248NE-B;Panasonic KX-UT248NE-B;0;191.4;1;;PAKXUT248NE-B;TEBUPA;Telecom Panasonic
PANASONIC;KX-UT133NE-B;Panasonic KX-UT133NE-B;0;105.6;0;;PAKXUT133NE-B;TEBUPA;Telecom Panasonic
SURSUP;OHOTPS1;Videotec OHOTPS1 230v/12v;0;21.75;2;;SSOHOTPS1;SUBOBEHU;Camerabewaking Box Buitenbehuizing
VALADIS;TEGELVOET 30/30;Tegelvoet volbad verzinkt 30/30;0;67.27;6;;VATEGELV30;WIAPACC;Wireless Accesspoints Accessoire
SOURCELIGHT;SLSS-1085-SR;SFP Plus 10G 300M duplex LC;0;77;7;;SOSLSS1085SR;FIMOD10G;Fiber Modules SFP+ (10G)
SOURCELIGHT;SLSS-10PC-03;SFP plus Passive cable 3 meter 10G;0;41.58;15;;SOSLSS10PC03;FIMOD10G;Fiber Modules SFP+ (10G)
JABRA;930-25-509-101;Jabra Pro 930 UC  (930-25-509-101);199;125.69;1;;JAPRO930UC;TEHEDRAA;Telecom Headsets Draadloos
JABRA;9460-29-707-101;Jabra Pro 9460 Duo (9460-29-707-101);369;233.07;0;;JAPRO9460D;TEHEDRAA;Telecom Headsets Draadloos
JABRA;14201-10;Jabra 14201-10, DHSG Kabel;32.5;20.53;12;;JAKA001;TEHEACC;Telecom Headsets Accessoires
TPLINK;TL-WA850RE;TP-Link WA850REop=op;0;15;2;;TPWA850RE;WIAPIN;Wireless Accesspoints Indoor
DIGIEVER;DS-2016;DIGIEVER DS-2016;0;496;3;;DIDS2016;SUNVR20;Camerabewaking NVR tot 20 camera's
TPLINK;TL-SG105;*TP-Link SG105;0;16.65;11;;TPSG105;SWUNGIG;Switching Unmanaged Switches Gigabit
TPLINK;TP-SG108;*TP-Link SG108;0;23.82;19;;TPSG108;SWUNGIG;Switching Unmanaged Switches Gigabit
POLYCOM;14201-17;Polycom MSH kabel (14201-17);0;27.3;0;;POKA001;TEHEACC;Telecom Headsets Accessoires
SURSUP;HOT39DA085;Videotec Punto behuizing (230v model);0;48.75;4;;SSHOT39D1A085;SUBOBEHU;Camerabewaking Box Buitenbehuizing
SURSUP;202751;Raytec VAR-W4-1;0;246.71;1;;RAVARW41;SUVERWHI;Camerabewaking Whitelight Verlichting
BRICKCOM;D77H03-WST2;Brickcom D77H03-WST2 op=op;0;32;2;;BRD77H03WST2;SUACC;Camerabewaking Accessoires
BRICKCOM;GL-222;Brickcom GL-222 op=op;0;6;5;;BRGL222;SUACC;Camerabewaking Accessoires
JABRA;88001-99;Jabra 88001-99, aansluitkabel;24;15.16;5;;JAKA003;TEHEACC;Telecom Headsets Accessoires
JABRA;8800-01-01;Jabra 8800-01-01, aansluitkabel (krul);21;13.26;13;;JAKA004;TEHEACC;Telecom Headsets Accessoires
JABRA;8800-00-75;Jabra 8800-00-75, aansluitkabel;15.5;9.79;2;;JAKA005;TEHEACC;Telecom Headsets Accessoires
SOURCELIGHT;SLSS-10PC-01;SFP plus Passive Cable 1 meter 10G;0;33;8;;SOSLSS10PC01;FIMOD10G;Fiber Modules SFP+ (10G)
SOURCELIGHT;SLS-1285-SS-D;SFP 550M Multi Mode 1GIG SX;0;29.45;30;;SOSLS1285S5D;FIMODGIG;Fiber Modules SFP (Gigabit)
CABLE;RL9902;Valadis Fiber Patchcable LC/LC Duplex SMF - 2m - 9/125µ;0;17.04;2;;CAFIBER0017;FIKLCLCS;Fiber LC/LC Singlemode
VALADIS;EA9002;Valadis Fiber optic LC-LC duplex adapter OM2;0;4.88;2;;CAFIBER0019;FIKADAPT;Fiber Adapters
VALADIS;53303-32;Valadis Fiber optic SC-SC MMF duplex adapter;0;4.22;4;;CAFIBER0020;FIKADAPT;Fiber Adapters
ENGENIUS;ENS202EXT;Engenius ENS 202EXT;0;84;18;;ENENS202EXT;WIAPOUT;Wireless Accesspoints Outdoor
ENGENIUS;ENS500EXT;Engenius ENS 500EXT;0;91;9;;ENENS500EXT;WIAPOUT;Wireless Accesspoints Outdoor
CABLE;K8098.1;UTP CAT 5e  1mtr Zwart;0;0.45;156;;CACAT5E029;KAU5E1;Kabels CAT 5E 1mtr
CABLE;OM3LCST020;Valadis Fiber Patchcable MMF Duplex ST/LC 50/125µm - 2m;0;12.38;8;;CAFIBER0021;FIKLCSTM;Fiber LC/ST Multimode
SOURCELIGHT;SLB-1234L-10-D;SFP 10KM 1310/1490 Single mode 1G Simplex LC;0;44.45;16;;SOSLB1234L10D;FIMODGIG;Fiber Modules SFP (Gigabit)
SOURCELIGHT;SLB-1243L-10-D;SFP 10KM 1490/1310 Single mode 1G Simplex LC;0;44.45;28;;SOSLB1243L10D;FIMODGIG;Fiber Modules SFP (Gigabit)
SOURCELIGHT;SLB-1234L-20-D;SFP 20KM 1310/1490 Single mode 1G Simplex LC;0;59.95;17;;SOSLB1234L20D;FIMODGIG;Fiber Modules SFP (Gigabit)
SOURCELIGHT;SLB-1243L-20-D;SFP 20KM 1490/1310 Single mode 1G Simplex LC;0;59.95;20;;SOSLB1243L20D;FIMODGIG;Fiber Modules SFP (Gigabit)
PANSUR;WV-SF538E;Panasonic WV-SF538E op=op;0;275;1;;PSWVSF538E;SUDO;Camerabewaking Dome Camera
PANSUR;WV-SF346E;Panasonic WV-SF346E op=op;0;150;1;;PSWVSF346E;SUDO;Camerabewaking Dome Camera
PANSUR;WV-SF549E;Panasonic WV-SF549E op=op;0;250;1;;PSWVSF549E;SUDO;Camerabewaking Dome Camera
PANSUR;WV-NW502SE;Panasonic WV-NW502SE op=op;0;200;1;;PSWVNW502SE;SUDOBU;Camerabewaking Dome Buiten
PANSUR;WJ-NV200/3TB;Panasonic WJ-NV200-3TB OP=OP;0;750;1;;PSWJNV200-3TB;SUNVR20;Camerabewaking NVR tot 20 camera's
SURSUP;YV5X2.7R4B-SA2;Fujinon YV5X2.7R4B-SA2;0;68.43;6;;FULENS0009;SUBOLENS;Camerabewaking Lenzen
PANSUR;BY-HPE11KTCE;Panasonic BY-HPE11KTCE op=op;0;150;1;;PSBYHPE11KTCE;SUACC;Camerabewaking Accessoires
PANSUR;WV-430S;Panasonic WV-430S OP=OP;0;12.5;1;;PSWV430S;SUACC;Camerabewaking Accessoires
ZyXEL;SBG3300-N000-EU02V1F;ZyXEL SBG3300-N000, annex A;200.5;150.37;4;;ZYSBG3300;MRMO;Modem/Router Modems ADSL/VDSL
SURSUP;65.3021.2001-VC_V;Kaalmast KC4v;0;787;0;;KA6530212001VC-V;SUMAKANT;Camerabewaking Kantelbare Mast
JABRA;14201-09;Jabra 14201-09, EHS Kabel;32.5;20.53;13;;JAKA006;TEHEACC;Telecom Headsets Accessoires
JABRA;14201-16;Jabra 14201-16 , EHS Kabel;39;24.63;3;;JAKA007;TEHEACC;Telecom Headsets Accessoires
ZyXEL;NWD6505-EU0101F;ZyXEL NWD-6505;18.81;15.99;0;;ZYNWD6505;WICLUSB;Wireless Clients USB
ZyXEL;NWD6605-EU0101F;ZyXEL NWD-6605;28.22;23.99;9;;ZYNWD6605;WICLUSB;Wireless Clients USB
ZyXEL;XGS3700-48-ZZ0101F;ZyXEL XGS3700-48;1817.46;1453.97;0;;ZYXGS3700-48;SWML2GIG;Switching Managed L2 Gigabit Switches
ZyXEL;NWA5121-N-EU0101F;ZyXEL NWA5121-N;176.53;141.22;2;;ZYNWA5121-N;WIAPIN;Wireless Accesspoints Indoor
ZyXEL;NXC2500-EU0101F;ZyXEL NXC-2500;522.28;417.82;1;;ZYNXC2500;WICON;Wireless Controllers
ZyXEL;LIC-AP-ZZ0003F;ZyXEL E-ICARD 8 AP NXC2500;329.04;263.23;0;;ZYEINXC25008AP;WICONLIC;Wireless Controllers Licenties
GIGASET;S30852-H2316-R101;Gigaset N720 SPK PRO;1150;757.35;0;;GIN720SPK;TEDEGIPR;Telecom DECT Gigaset PRO
SURSUP;OSUPPIR;Videotec OSUPPIR;0;13.68;1;;SSOSUPPIR;SUBOBEHU;Camerabewaking Box Buitenbehuizing
ZyXEL;VMG1312-B10A-EU01V1F;ZyXEL VMG1312-B10A, annex A;80.92;60.69;12;;ZYVMG1312-B10A;MRMO;Modem/Router Modems ADSL/VDSL
JABRA;850-09;Jabra Link 850 (850-09);110;69.48;1;;JALINK850;TEHEACC;Telecom Headsets Accessoires
ZyXEL;ZYWALL110-EU0101F;ZyXEL ZyWALL 110;630.05;472.54;5;;ZYWALL110;SECFW;Firewall Firewalls
ZyXEL;ZYWALL310-EU0101F;ZyXEL ZyWALL 310;1168.79;876.59;2;;ZYWALL310;SECFW;Firewall Firewalls
JABRA;8800-01-46;Jabra 8800-01-46, kabel QD-2,5mm;24;15.16;3;;JAKA002;TEHEACC;Telecom Headsets Accessoires
ZyXEL;ZYWALL1100-EU0101F;ZyXEL ZyWALL 1100;2217.25;1662.94;0;;ZYWALL1100;SECFW;Firewall Firewalls
ZyXEL;SBG3300-NB00-EU01V1F;ZyXEL SBG3300-NB00, annex B;200.5;150.37;6;;ZYSBG3300-B;MRMO;Modem/Router Modems ADSL/VDSL
PANASONIC;KX-A239;Panasonic KX-A239 voeding;0;21.45;0;;PAKXA239;TEBUPAAC;Telecom Panasonic Accessoires
ZyXEL;VMG8924-B10A-EU01V1F;ZyXEL VMG8924-B10A, annex A;185.19;137.5;30;;ZYVMG8924-B10A;MRMO;Modem/Router Modems ADSL/VDSL
ZyXEL;GS1900-8-EU0101F;ZyXEL GS1900-8;74.66;55.99;5;;ZYGS1900-8;SWSMGIG;Switching Smart Gigabit Switches
ZyXEL;GS1900-24E-EU0101F;ZyXEL GS1900-24E;106.66;79.99;8;;ZYGS1900-24E;SWSMGIG;Switching Smart Gigabit Switches
ZyXEL;UAG4100-EU0102F;ZyXEL UAG4100 plus SP350E;1103.74;882.99;0;;ZYUAG4100;WIHOT;Wireless Hotspots
ZyXEL;SP350E-EU0101F;ZyXEL SP-350E;359.71;287.77;0;;ZYSP350E;WIHOTPRI;Wireless Hotspots Printers
ZyXEL;LIC-EAP-ZZ0001F;ZyXEL E-ICARD 8 AP UAG4100 LICENSE;325.55;260.44;0;;ZYEIUAG4100AP8;WIHOTLIC;Wireless Hotspots Licenties
MISCELLANECOUS;6406;6U Wandkast met glazen deur;0;114.95;0;;MI6UWKGD;PATWAND;Wandkast
MISCELLANECOUS;6409;9U Wandkast met glazen deur;0;129.95;0;;MI9UWKGD;PATWAND;Wandkast
MISCELLANECOUS;6412;12U Wandkast met glazen deur;0;155;0;;MI12UWKGD;PATWAND;Wandkast
MISCELLANECOUS;6415;15U Wandkast met glazen deur;0;175;0;;MI15UWKGD;PATWAND;Wandkast
MISCELLANECOUS;6822;22U Serverkast 800mm met glazen deur;0;429.95;0;;MI22USKGD;PAT22U;Kast 22U
MISCELLANECOUS;6822PP;22U Serverkast 800mm met geperforeerde deur;0;479.95;0;;MI22USKPD;PAT22U;Kast 22U
MISCELLANECOUS;6022PP;22U Patchkast 1000mm met geperforeerde deur;0;579.95;0;;MI22UPKPD;PAT22U;Kast 22U
MISCELLANECOUS;8842PP;42U Serverkast 800mm met geperforeerde deur;0;699.95;0;;MI42USKPD;PAT42U;Kast 42U
MISCELLANECOUS;6042PP;42U Serverkast 1000mm met geperforeerde deur;0;719.95;0;;MI42UPKPD;PAT42U;Kast 42U
MISCELLANECOUS;FH60;Vast legbord voor 600mm diepe serverkast;0;30;0;;MI9001;PATACC;Accessoires
MISCELLANECOUS;FH80;Vast legbord voor 800mm diepe serverkast;0;35;6;;MI9002;PATACC;Accessoires
MISCELLANECOUS;FH100;Vast legbord voor 1000mm diepe serverkast;0;40;2;;MI9003;PATACC;Accessoires
MISCELLANECOUS;8PDU-S;19 inch stekkerdoos, 8-voudig;0;37.8;2;;MI9005;PATACC;Accessoires
MISCELLANECOUS;1902;1U 19 inch metalen kabelgoot met schuifbedekking;0;17.95;5;;MI9006;PATACC;Accessoires
MISCELLANECOUS;1903;Kabelhouder voor 19 inch serverkasten met plastic haken;0;19;0;;MI9007;PATACC;Accessoires
MISCELLANECOUS;1904;Metalen kabelhouder voor 19 inch serverkasten;0;18.95;2;;MI9008;PATACC;Accessoires
MISCELLANECOUS;M611;Kooimoeren en ringetjes;0;4.95;11;;MI9009;PATACC;Accessoires
MISCELLANECOUS;Patch6-24UTP;Patchpaneel Cat6 UTP 24 ports;0;47.25;3;;MI9010;PATACC;Accessoires
MISCELLANECOUS;HL-D-7801;Afdekpaneel 1U 19 inch;0;7;0;;MI9012;PATACC;Accessoires
MISCELLANECOUS;HL-D-7802;Afdekpaneel 2U 19 inch;0;8.5;0;;MI9013;PATACC;Accessoires
MISCELLANECOUS;Hl-D-7803;Afdekpaneel 3U 19 inch;0;10.5;0;;MI9014;PATACC;Accessoires
MISCELLANECOUS;HL-D-7804;Afdekpaneel 4U 19 inch;0;11.5;4;;MI9015;PATACC;Accessoires
MISCELLANECOUS;DR03;Afsluitbare lade 19 inch - 3u;0;57.5;0;;MI9020;PATACC;Accessoires
SURSUP;C01060;Robin Compact SIP 1;0;509.25;0;;ROCSIP1;TEDICA;Telecom Deurintercom met Camera
SURSUP;C01100;Robin OpBA1;0;111.25;0;;ROOPBA1;TEDIACC;Telecom Deurintercom Accessoires
SURSUP;C01110;Robin InBA1;0;32.73;0;;ROINBA1;TEDIACC;Telecom Deurintercom Accessoires
SURSUP;POE;Robin POE;0;34.38;0;;ROPOE;TEDIACC;Telecom Deurintercom Accessoires
SOURCELIGHT;SLS-1531-02-D;SFP Transceiver 2KM Multimode FX 100base;0;20;32;;SOSLS153102D;UitVerk;Uitverkoop
PANASONIC;KX-UDT131;Panasonic KX-UDT131;0;245.52;0;;PAKXUDT131;TEDEPA;Telecom DECT Panasonic
YEALINK;SIP-T41P;Yealink SIP-T41P;0;59.82;54;;YESIPT41;TEBUYE;Telecom Yealink
YEALINK;SIP-T42G;Yealink SIP-T42G;0;71.79;55;;YESIPT42;TEBUYE;Telecom Yealink
YEALINK;SIP-T46G;Yealink SIP-T46G;0;113.69;46;;YESIPT46;TEBUYE;Telecom Yealink
YEALINK;W52P;Yealink W52P;109.95;76.97;3;;YEW52P;TEDEYE;Telecom DECT Yealink
YEALINK;W52PHS;Yealink W52H handset;79.95;55.97;10;;YEW52PHS;TEDEYE;Telecom DECT Yealink
YEALINK;EHS36;Yealink EHS36;39;27.3;13;;YEEHS36;TEBUYEAC;Telecom Yealink Accessoires
YEALINK;EXP40;Yealink EXP40;104.95;73.47;5;;YEEXP40;TEBUYEAC;Telecom Yealink Accessoires
YEALINK;BT40;Yealink BT40;29;20.3;1;;YEBT40;TEDEACC;Telecom DECT Accessoires
YEALINK;PS-TS;Yealink PS-T4;11.95;8.37;49;;YEPST4;TEBUYEAC;Telecom Yealink Accessoires
THECUS;N2310;Thecus NAS N2310 op=op;0;85;1;;THN2310;STNAT4B;Storage NAS Tower tot 4 bay
JABRA;14121-26;Jabra 14121-26, Vervangende oorhaak;0;14;1;;JAOORHAAKPRO;TEHEACC;Telecom Headsets Accessoires
GIGASET;C39280-Z4-C706;Gigaset Adapter C-706, voor DX800A en N720;0;8.81;3;;GIPSUC706;TEDEACC;Telecom DECT Accessoires
JABRA;01-0395;Jabra P10 adapter 01-0395;8.5;5.37;2;;JAADAPTERP10;TEHEACC;Telecom Headsets Accessoires
JABRA;1600-289;Jabra headset handset plug jack T-adpater 1600-289;8;5.05;2;;JAADAPTERY10;TEHEACC;Telecom Headsets Accessoires
SAMSUNG;SNB-5004P;Samsung SNB-5004P op=op;0;251.15;3;;SASNB5004P;SUBO;Camerabewaking Box
SAMSUNG;SND-5011P;Samsung SND-5011P op=op;0;150;1;;SASND5011P;SUDOBI;Camerabewaking Dome Binnen
SAMSUNG;SND-5083P;Samsung SND-5083P;0;304.58;2;;SASND5083P;SUDOBI;Camerabewaking Dome Binnen
SAMSUNG;SND-5084P;Samsung SND-5084P;0;331.25;4;;SASND5084P;SUDOBI;Camerabewaking Dome Binnen
SAMSUNG;SNV-5010P;Samsung SNV-5010P op = op;0;150;2;;SASNV5010P;SUDOBU;Camerabewaking Dome Buiten
SAMSUNG;SRN-470D;Samsung SRN-470D op=op;0;499;1;;SASRN470D;SUNVR10;Camerabewaking NVR tot 10 camera's
SAMSUNG;SPE-101;Samsung SPE-101 op=op;0;150;1;;SASPE101;SUACC;Camerabewaking Accessoires
SAMSUNG;SHB-4300H2;Samsung SHB-4300H2 op=op;0;69;1;;SASHB4300H2;SUBOBEHU;Camerabewaking Box Buitenbehuizing
SAMSUNG;SBP-300B;Samsung SBP-300B op=op;0;14.36;1;;SASBP300B;SUACC;Camerabewaking Accessoires
SAMSUNG;SBP-300CM;Samsung SBP-300CM;0;20.52;1;;SASBP300CM;SUACC;Camerabewaking Accessoires
SAMSUNG;SBP-300HM1;Samsung SBP-300HM1;0;17.43;1;;SASBP300HM1;SUACC;Camerabewaking Accessoires
SAMSUNG;SBP-300LM;Samsung SBP-300LM;0;103.62;1;;SASBP300LM;SUACC;Camerabewaking Accessoires
ZyXEL;GS1100-24E-EU0101F;ZyXEL GS-1100-24E;95.99;71.99;14;;ZYGS1100-24E;SWUNGIG;Switching Unmanaged Switches Gigabit
CABLE;K8456.15;UTP CAT 5e  15mtr Grijs;0;2.88;22;;CACAT5E037;KAU5E15;Kabels CAT 5E 15mtr
CABLE;K8456.20;UTP CAT 5e  20mtr Grijs;0;3.75;19;;CACAT5E038;KAU5E20;Kabels CAT 5E 20mtr
CABLE;K8456.30;UTP CAT 5e  30mtr Grijs;0;5.49;21;;CACAT5E039;KAU5E30;Kabels CAT 5E 30mtr
CABLE;K8098.3;UTP CAT 5e  3mtr Zwart;0;0.77;133;;CACAT5E040;KAU5E3;Kabels CAT 5E 3mtr
CABLE;K8098.5;UTP CAT 5e  5mtr Zwart;0;1.13;44;;CACAT5E041;KAU5E5;Kabels CAT 5E 5mtr
GIGASET;SL930H;Gigaset SL930H op = op;148.75;117.94;1;;GISL930H;TEDEGI;Telecom DECT Gigaset
WIFILINK;WLPA24-12-NF;WIFI-Link WLP-2450-12-NF op=op;0;15;5;;WLPA24-12-NF;WIANTSEC;Wireless Antenne Sector
SOURCELIGHT;SLB-1253L-10-D;SFP 10KM 1550/1310 Single mode 1 Simplex LC;0;44.45;42;;SOSLB1253L10D;FIMODGIG;Fiber Modules SFP (Gigabit)
SNOM;2041;SNOM MeetingPoint Expansion Microphones (2041);0;128.29;1;;SNMP002;TECON;Telecom Conference Toestellen
CABLE;FPC-5004E-L/100;FTP CAT 5e LAN-kabel, soepel, 100m;0;20.92;4;;CACAT5E044;KAU5E100;Kabels CAT 5E 100mtr
THECUS;N8810U-G;Thecus NAS N8810U-G op=op;0;1100;1;;THN8810UG;STNAT12B;"Storage NAS Rack 19"" tot 12 bay"
MISCELLANECOUS;BL-15301;Busylight Combi 15301;0;45.74;0;;MIBL15301;TEHEACC;Telecom Headsets Accessoires
CABLE;K8098.2;UTP CAT 5e  2mtr Zwart;0;0.63;50;;CACAT5E045;KAU5E2;Kabels CAT 5E 2mtr
AASTRA;D0023-0010-7500;Aastra Netadapter D0023-0010-7500 op=op;0;15.66;3;;AAVO6730;TEBUAAAC;Telecom Mitel/Aastra Accessoires
JABRA;925-15-508-201;Jabra Pro 925 (925-15-508-201);259;163.59;1;;JAPRO925;TEHEDRAA;Telecom Headsets Draadloos
CABLE;PP12-0.5M/V;UTP CAT 5e  0.5mtr Paars;0;1.1;2;;CACAT5E046;KAU5E0,5;Kabels CAT 5E 0,5mtr
MISCELLANECOUS;99912032;Genexis FiberXport OCG-1012N;0;58.5;7;;MIGEOCG1012;GENEXIS;Genexis Media Converter
GIGASET;TAS E630;Venstertas Gigaset E630H/R630H;0;14.55;0;;GITASE630;TEDEACC;Telecom DECT Accessoires
ZyXEL;GS1900-24-EU0101F;ZyXEL GS1900-24;144.68;108.51;5;;ZYGS1900-24;SWSMGIG;Switching Smart Gigabit Switches
ZyXEL;GS1900-24HP-EU0101F;ZyXEL GS1900-24HP;331.88;248.91;3;;ZYGS1900-24HP;SWPSMGIG;Switching PoE Switches Smart Gigabit
ZyXEL;NWA5301-NJ-EU0101F;ZyXEL NWA5301-NJ;141.02;112.81;1;;ZYNWA5301NJ;WIAPIN;Wireless Accesspoints Indoor
GIGASET;L36852-H2512-M101;Gigaset C530 DUO;0;61.93;23;;GIC530DUO;TEDEGI;Telecom DECT Gigaset
THECUS;N7710;Thecus NAS N7710;0;649.75;1;;THN7710;STNA>5B;Storage NAS Tower >5 bay
ENGENIUS;ENH1750EXT;EnGenius ENH-1750EXT;0;874;0;;ENENH1750EXT;WIAPOUT;Wireless Accesspoints Outdoor
THECUS;N8810U;Thecus NAS N8810U;0;1345.5;1;;THN8810U;STNAT12B;"Storage NAS Rack 19"" tot 12 bay"
SOURCELIGHT;SLSSB-2733-40;SFP+ 40KM 1270/1330 Single mode 10G Simplex LC;0;698;0;;SOSSB2733-40;FIMOD10G;Fiber Modules SFP+ (10G)
SOURCELIGHT;SLSSB-3327-40;SFP+ 40KM 1330/1270 Single mode 10G Simplex LC;0;698;0;;SOSSB3327-40;FIMOD10G;Fiber Modules SFP+ (10G)
SOURCELIGHT;SL-SFP-1T;SFP Tranceiver/Adapter , Copper SFP 10/100/1000BASE-T RJ45;0;44.95;4;;SOSLSFP1T;FIMODGIG;Fiber Modules SFP (Gigabit)
ZyXEL;GS2210-48-EU0101F;ZyXEL GS2210-48;634.35;444.04;1;;ZYGS2210-48;SWML2GIG;Switching Managed L2 Gigabit Switches
ZyXEL;GS2210-48HP-EU0101F;ZyXEL GS2210-48HP;981.99;687.39;0;;ZYGS2210-48HP;SWPMAGIG;Switching PoE Switches Managed Gigabit
ZyXEL;USG40-EU0101F;ZyXEL USG40 (Device only);366.86;275.15;7;;ZYUSG40;SECFW;Firewall Firewalls
ZyXEL;USG40-EU0102F;ZyXEL USG40 UTM (Bundle Version);430.67;323;4;;ZYUSG40UTM;SECFWUTM;Firewall UTM Firewalls
ZyXEL;USG40W-EU0101F;ZyXEL USG40W (Device only);427.48;320.61;1;;ZYUSG40W;SECFW;Firewall Firewalls
ZyXEL;USG40W-EU0102F;ZyXEL USG40W UTM (Bundle Version);497.66;373.24;1;;ZYUSG40WUTM;SECFWUTM;Firewall UTM Firewalls
ZyXEL;USG60-EU0101F;ZyXEL USG60 (Device only);524.79;393.59;10;;ZYUSG60;SECFW;Firewall Firewalls
ZyXEL;USG60-EU0102F;ZyXEL USG60 UTM (Bundle Version);658.49;493.87;1;;ZYUSG60UTM;SECFWUTM;Firewall UTM Firewalls
ZyXEL;USG60W-EU0101F;ZyXEL USG60W (Device only);545.96;409.47;1;;ZYUSG60W;SECFW;Firewall Firewalls
ZyXEL;USG60W-EU0102F;ZyXEL USG60W UTM (Bundle Version);671.86;503.9;2;;ZYUSG60WUTM;SECFWUTM;Firewall UTM Firewalls
ZyXEL;USG110-EU0102F;ZyXEL USG110 (Bundle Version);938.12;703.59;4;;ZYUSG110;SECFWUTM;Firewall UTM Firewalls
ZyXEL;USG210-EU0102F;ZyXEL USG210 (Bundle Version);1070.96;803.22;0;;ZYUSG210;SECFWUTM;Firewall UTM Firewalls
YEALINK;PS-T2;Yealink PS-T2;8;5.6;8;;YEPST2;TEBUYEAC;Telecom Yealink Accessoires
JABRA;0416-638;Jabra 0416-638 Foam oorkussens op=op;0;1.5;5;;JAOORKGN9120F;TEHEACC;Telecom Headsets Accessoires
YEALINK;WMB T46G;Yealink WMB T46G;7.5;5.25;1;;YEWMBT46G;TEBUYEAC;Telecom Yealink Accessoires
YEALINK;WMB T42/T41;Yealink WMB T42/T41;7.5;5.25;1;;YEWMBT4XG;TEBUYEAC;Telecom Yealink Accessoires
YEALINK;SIP-T48G;Yealink SIP-T48G;0;155.58;14;;YESIPT48;TEBUYE;Telecom Yealink
TPLINK;ANT200PT;TP-Link ANT200PT op=op;0;4.19;6;;TPANT200PT;WIKARPSM;Wireless Antennekabels N-RP sma
EAST;61062;Eaton Protection Station 650 USB;0;83.03;1;;ET61062;UPSOHO;UPS SoHo
EAST;ELP650DIN;Eaton Ellipse PRO 650 USB;0;120.62;0;;ETELP650DIN;UPBUSI;UPS Business
EAST;5PX1500iRTN;Eaton 5PX 1500 RT 2U Netpack;0;900.86;1;;ET5PX1500IRTN;UPENTE;UPS Enterprise
ZyXEL;GS1920-24HP-EU0101F;ZyXEL GS-1920-24HP;385.81;308.65;4;;ZYGS1920-24HP;SWPSMGIG;Switching PoE Switches Smart Gigabit
ZyXEL;GS1900-48-EU0101F;ZyXEL GS1900-48;300.51;225.38;4;;ZYGS1900-48;SWSMGIG;Switching Smart Gigabit Switches
ZyXEL;GS1900-48HP-EU0101F;ZyXEL GS1900-48HP;522.46;391.85;0;;ZYGS1900-48HP;SWPSMGIG;Switching PoE Switches Smart Gigabit
ZyXEL;GS1920-24-EU0101F;ZyXEL GS-1920-24;175.06;140.05;6;;ZYGS1920-24;SWSMGIG;Switching Smart Gigabit Switches
ZyXEL;GS2210-24-EU0101F;ZyXEL GS2210-24;435.15;304.6;3;;ZYGS2210-24;SWML2GIG;Switching Managed L2 Gigabit Switches
CABLE;K8456.3;UTP CAT 5e  3mtr Grijs;0;0.77;156;;CACAT5E049;KAU5E3;Kabels CAT 5E 3mtr
ENGENIUS;EWS5912FP;EnGenius EWS5912FP;0;288;0;;ENEWS5912FP;WICON;Wireless Controllers
GIGASET;S30852-H2311-M101;Gigaset SL930A;165.28;130.9;1;;GISL930A;TEDEGI;Telecom DECT Gigaset
